timestamp,image,ic_num,frame,mold,verdict,ocr_string,fail_causes,elapsed_ms
08:05:04.445,_.bmp,1,1,A,NG,?4Z9 ?2? ,slot0(7):low confidence=0.384 < 0.600;slot1(8):low confidence=0.519 < 0.600;slot2(W):low confidence=0.502 < 0.600;slot3(6):low confidence=0.505 < 0.600;slot6(H):low confidence=0.498 < 0.600;slot7(9):missing mark,24.7
08:05:04.445,_.bmp,2,2,A,NG,?4Z9 ?2? ,slot0(7):low confidence=0.382 < 0.600;slot1(8):low confidence=0.519 < 0.600;slot2(W):low confidence=0.469 < 0.600;slot3(6):low confidence=0.499 < 0.600;slot5(8):shift ratio=0.225 > 0.2;slot6(H):shift ratio=0.216 > 0.2;slot7(9):missing mark,10.9
08:05:04.445,_.bmp,3,3,A,NG,?4?9 ?2? ,slot0(7):shift ratio=0.212 > 0.2;slot1(8):low confidence=0.532 < 0.600;slot2(W):shift ratio=0.208 > 0.2;slot3(6):shift ratio=0.208 > 0.2;slot5(8):shift ratio=0.225 > 0.2;slot6(H):shift ratio=0.216 > 0.2;slot7(9):missing mark,3.1
08:05:04.445,_.bmp,4,4,A,NG,?4Z9 ?2? ,slot0(7):low confidence=0.387 < 0.600;slot1(8):low confidence=0.523 < 0.600;slot2(W):low confidence=0.500 < 0.600;slot3(6):low confidence=0.484 < 0.600;slot6(H):low confidence=0.537 < 0.600;slot7(9):missing mark,9.8
08:05:04.445,_.bmp,5,5,A,NG,?4?9 ?2? ,slot0(7):shift ratio=0.212 > 0.2;slot1(8):low confidence=0.522 < 0.600;slot2(W):shift ratio=0.208 > 0.2;slot3(6):low confidence=0.498 < 0.600;slot5(8):shift ratio=0.208 > 0.2;slot6(H):low confidence=0.481 < 0.600;slot7(9):missing mark,7.5
08:05:04.445,_.bmp,6,6,A,NG,?4?9 ??? ,slot0(7):low confidence=0.377 < 0.600;slot1(8):shift ratio=0.220 > 0.2;slot2(W):low confidence=0.485 < 0.600;slot3(6):shift ratio=0.210 > 0.2;slot6(H):shift ratio=0.211 > 0.2;slot7(9):missing mark,4.0
08:05:04.445,_.bmp,7,7,A,NG,?4Z9 B2? ,slot0(7):low confidence=0.384 < 0.600;slot1(8):low confidence=0.513 < 0.600;slot2(W):low confidence=0.463 < 0.600;slot3(6):low confidence=0.494 < 0.600;slot6(H):low confidence=0.517 < 0.600;slot7(9):missing mark,11.2
08:05:04.445,_.bmp,8,8,A,NG,?4Z9 ?2? ,slot0(7):low confidence=0.337 < 0.600;slot1(8):low confidence=0.513 < 0.600;slot2(W):low confidence=0.481 < 0.600;slot3(6):low confidence=0.516 < 0.600;slot6(H):shift ratio=0.211 > 0.2;slot7(9):shift ratio=0.450 > 0.2,4.4
08:05:04.445,_.bmp,9,9,A,PASS,7?W? BH9 ,,4.4
08:05:04.445,_.bmp,10,10,A,PASS,7??6 8H9 ,,2.6
08:05:04.445,_.bmp,11,11,A,PASS,7??6 ?H? ,,2.9
08:05:04.445,_.bmp,12,12,A,PASS,7??? ?H9 ,,3.0
08:05:04.445,_.bmp,13,13,A,PASS,7??6 ?H9 ,,4.3
08:05:04.445,_.bmp,14,14,A,PASS,7??6 ?H? ,,4.1
08:05:04.445,_.bmp,15,15,A,PASS,7??6 8H9 ,,2.6
08:05:04.445,_.bmp,16,16,A,PASS,7??6 BH9 ,,4.2
08:05:38.253,_.bmp,1,1,A,NG,?4Z9 ??? ,slot0(7):shift ratio=0.263 > 0.2;slot1(8):low confidence=0.532 < 0.600;slot2(W):low confidence=0.493 < 0.600;slot3(6):shift ratio=0.238 > 0.2;slot6(H):shift ratio=0.224 > 0.2;slot7(9):shift ratio=0.436 > 0.2,2.2
08:05:38.253,_.bmp,2,2,A,NG,?4Z9 ?2? ,slot0(7):low confidence=0.358 < 0.600;slot1(8):low confidence=0.513 < 0.600;slot2(W):low confidence=0.478 < 0.600;slot3(6):low confidence=0.516 < 0.600;slot6(H):low confidence=0.494 < 0.600;slot7(9):missing mark,4.0
08:05:38.253,_.bmp,3,3,A,NG,?4Z9 ?2? ,slot0(7):shift ratio=0.208 > 0.2;slot1(8):low confidence=0.524 < 0.600;slot2(W):low confidence=0.497 < 0.600;slot3(6):low confidence=0.480 < 0.600;slot6(H):low confidence=0.491 < 0.600;slot7(9):missing mark,3.4
08:05:38.253,_.bmp,4,4,A,NG,?4Z9 ?2? ,slot0(7):low confidence=0.390 < 0.600;slot1(8):low confidence=0.521 < 0.600;slot2(W):low confidence=0.495 < 0.600;slot3(6):low confidence=0.483 < 0.600;slot6(H):low confidence=0.492 < 0.600;slot7(9):missing mark,3.9
08:05:38.253,_.bmp,5,5,A,NG,?4Z9 ?2? ,slot0(7):shift ratio=0.208 > 0.2;slot1(8):low confidence=0.517 < 0.600;slot2(W):low confidence=0.491 < 0.600;slot3(6):low confidence=0.483 < 0.600;slot6(H):low confidence=0.498 < 0.600;slot7(9):missing mark,3.2
08:05:38.253,_.bmp,6,6,A,NG,?4Z9 ?2? ,slot0(7):shift ratio=0.253 > 0.2;slot1(8):shift ratio=0.225 > 0.2;slot2(W):shift ratio=0.233 > 0.2;slot3(6):shift ratio=0.248 > 0.2;slot6(H):shift ratio=0.202 > 0.2;slot7(9):missing mark,0.4
08:05:38.253,_.bmp,7,7,A,NG,?4Z9 B2? ,slot0(7):shift ratio=0.224 > 0.2;slot1(8):low confidence=0.526 < 0.600;slot2(W):low confidence=0.486 < 0.600;slot3(6):shift ratio=0.204 > 0.2;slot6(H):shift ratio=0.202 > 0.2;slot7(9):missing mark,2.1
08:05:38.253,_.bmp,8,8,A,NG,?4Z9 ?2? ,slot0(7):low confidence=0.376 < 0.600;slot1(8):low confidence=0.511 < 0.600;slot2(W):low confidence=0.468 < 0.600;slot3(6):low confidence=0.495 < 0.600;slot6(H):low confidence=0.471 < 0.600;slot7(9):shift ratio=0.501 > 0.2,3.9
08:05:38.253,_.bmp,9,9,A,PASS,7?W? BH9 ,,1.5
08:05:38.253,_.bmp,10,10,A,NG,78?6 8H9 ,slot0(7):shift ratio=0.224 > 0.2,1.5
08:05:38.253,_.bmp,11,11,A,NG,7??6 ?H? ,slot0(7):shift ratio=0.206 > 0.2;slot1(8):shift ratio=0.202 > 0.2;slot2(W):shift ratio=0.204 > 0.2,0.9
08:05:38.253,_.bmp,12,12,A,NG,7??? ?H9 ,slot0(7):shift ratio=0.300 > 0.2;slot1(8):shift ratio=0.261 > 0.2;slot2(W):shift ratio=0.231 > 0.2,1.3
08:05:38.253,_.bmp,13,13,A,NG,7??6 ?H9 ,slot0(7):shift ratio=0.224 > 0.2;slot3(6):shift ratio=0.204 > 0.2,1.1
08:05:38.253,_.bmp,14,14,A,NG,78?6 ?H? ,slot0(7):shift ratio=0.253 > 0.2;slot1(8):shift ratio=0.233 > 0.2;slot2(W):shift ratio=0.220 > 0.2;slot3(6):shift ratio=0.225 > 0.2,0.8
08:05:38.253,_.bmp,15,15,A,NG,78?6 8H9 ,slot0(7):shift ratio=0.300 > 0.2;slot1(8):shift ratio=0.261 > 0.2;slot2(W):shift ratio=0.260 > 0.2,1.0
08:05:38.253,_.bmp,16,16,A,NG,7??6 ?H9 ,slot0(7):shift ratio=0.212 > 0.2,1.3
